TRIPID,HHID,PERSID,STARTSTOP,ENDSTOP,STARTIME,ORIGPLACE,ORIGPURP,ORIGSA1_2021,DESTPLACE,DESTPURP,DESTSA1_2021,MAINMODE,MODE1,MODE2,MODE3,MODE4,MODE5,MODE6,MODE7,MODE8,ARRTIME,DURATION,TRAVTIME,CUMDIST,OVERALL_PURPOSE
991471000001,99147,99147/1000,1,1,140,My home,At Home,31802148124,My workplace,Work (my workplace),31802147620,Car driver,Car driver,,,,,,,,150,99,10,5.6,Direct Work Commute
991471000002,99147,99147/1000,2,2,249,My workplace,Work (my workplace),31802147620,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,260,0,11,5.6,Direct Work Commute
991471000003,99147,99147/1000,3,3,260,My home,Go home,31802148124,Other place (please specify),Personal business,31802147413,Car driver,Car driver,,,,,,,,280,170,20,6.24,Personal Business
991471000004,99147,99147/1000,4,4,450,Other place (please specify),Personal business,31802147413,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,470,2,20,6.43,Personal Business
991471000005,99147,99147/1000,5,5,472,My home,Go home,31802148124,My workplace,Work (my workplace),31802147620,Car driver,Car driver,,,,,,,,480,180,8,5.6,Direct Work Commute
991471000006,99147,99147/1000,6,6,660,My workplace,Work (my workplace),31802147620,Other place (please specify),Personal business,31802147510,Car driver,Car driver,,,,,,,,675,15,15,2.85,Personal Business
991471000007,99147,99147/1000,7,7,690,Other place (please specify),Personal business,31802147510,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,700,5,10,7.45,Personal Business
991471000008,99147,99147/1000,8,8,705,My home,Go home,31802148124,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,710,55,5,1.58,Shopping
991471000009,99147,99147/1000,9,9,765,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,772,,7,1.32,Shopping
991471001001,99147,99147/1001,1,1,260,My home,At Home,31802148124,Other place (please specify),Personal business,31802147413,Car passenger,Car passenger,,,,,,,,280,170,20,6.24,Personal Business
991471001002,99147,99147/1001,2,2,450,Other place (please specify),Personal business,31802147413,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,470,,20,6.43,Personal Business
991501000001,99150,99150/1000,1,1,225,My home,At Home,31802148124,My workplace,Work (my workplace),31802148233,Car driver,Car driver,,,,,,,,230,10,5,2.03,Direct Work Commute
991501000002,99150,99150/1000,2,2,240,My workplace,Work (my workplace),31802148233,Other work-related place,Work (other work reason),31802147025,Car driver,Car driver,,,,,,,,270,150,30,13.02,Work Related
991501000003,99150,99150/1000,3,3,420,Other work-related place,Work (other work reason),31802147025,My workplace,Work (my workplace),31802148233,Car driver,Car driver,,,,,,,,445,275,25,12.94,Work Related
991501000004,99150,99150/1000,4,4,720,My workplace,Work (my workplace),31802148233,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,725,,5,1.75,Direct Work Commute
991501001001,99150,99150/1001,1,1,150,My home,At Home,31802148124,My workplace,Work (my workplace),31802147514,Car driver,Car driver,,,,,,,,170,550,20,8.41,Direct Work Commute
991501001002,99150,99150/1001,2,2,720,My workplace,Work (my workplace),31802147514,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,750,,30,8.54,Direct Work Commute
991511000001,99151,99151/1000,1,1,150,My home,At Home,31802148124,My workplace,Work (my workplace),31802149115,Car driver,Car driver,,,,,,,,175,580,25,16.33,Direct Work Commute
991511000002,99151,99151/1000,2,2,755,My workplace,Work (my workplace),31802149115,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,790,,35,16.34,Direct Work Commute
991511001001,99151,99151/1001,1,1,240,My home,At Home,31802148124,Primary or secondary school,Pick up or drop off a passenger,31802148232,Car driver,Car driver,,,,,,,,250,5,10,2.59,Pickup/Dropoff Someone
991511001002,99151,99151/1001,2,2,255,Primary or secondary school,Pick up or drop off a passenger,31802148232,Shop or supermarket,Personal business,31802147510,Car driver,Car driver,,,,,,,,265,5,10,4.53,Personal Business
991511001003,99151,99151/1001,3,3,270,Shop or supermarket,Personal business,31802147510,My workplace,Work (my workplace),31802147607,Car driver,Car driver,,,,,,,,275,445,5,1.98,Work Related
991511001004,99151,99151/1001,4,4,720,My workplace,Work (my workplace),31802147607,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,740,,20,7.25,Direct Work Commute
991511002001,99151,99151/1002,1,1,240,My home,At Home,31802148124,Primary or secondary school,Education,31802148232,Car passenger,Car passenger,,,,,,,,250,415,10,2.59,Education
991511002002,99151,99151/1002,2,2,665,Primary or secondary school,Education,31802148232,Someone else's home,Just accompanying someone,31802148233,Walking,Walking,,,,,,,,675,120,10,0.34,Accompany Someone
991511002003,99151,99151/1002,3,3,795,Someone else's home,Just accompanying someone,31802148233,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,805,,10,2.47,Accompany Someone
991511003001,99151,99151/1003,1,1,240,My home,At Home,31802148124,Primary or secondary school,Education,31802148232,Car passenger,Car passenger,,,,,,,,250,415,10,2.59,Education
991511003002,99151,99151/1003,2,2,665,Primary or secondary school,Education,31802148232,Someone else's home,Just accompanying someone,31802148233,Walking,Walking,,,,,,,,675,120,10,0.34,Accompany Someone
991511003003,99151,99151/1003,3,3,795,Someone else's home,Just accompanying someone,31802148233,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,805,,10,2.47,Accompany Someone
991521000001,99152,99152/1000,1,1,320,My home,At Home,31802148124,Someone else's home,Pickup/deliver something (not work-related),31802147121,Car driver,Car driver,,,,,,,,327,68,7,2.98,Pickup/Deliver Something
991521000002,99152,99152/1000,2,2,395,Someone else's home,Pickup/deliver something (not work-related),31802147121,Someone else's home,Pickup/deliver something (not work-related),31802148201,Car driver,Car driver,,,,,,,,400,20,5,6.4,Pickup/Deliver Something
991521000003,99152,99152/1000,3,3,420,Someone else's home,Pickup/deliver something (not work-related),31802148201,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,430,,10,3.46,Pickup/Deliver Something
991531000001,99153,99153/1000,1,1,360,My home,At Home,31802148124,Other place (please specify),Personal business,31802147413,Car driver,Car driver,,,,,,,,380,70,20,6.42,Personal Business
991531000002,99153,99153/1000,2,2,450,Other place (please specify),Personal business,31802147413,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,470,,20,6.61,Personal Business
991531001001,99153,99153/1001,1,1,360,My home,At Home,31802148124,Other place (please specify),Personal business,31802147413,Car passenger,Car passenger,,,,,,,,380,70,20,6.42,Personal Business
991531001002,99153,99153/1001,2,2,450,Other place (please specify),Personal business,31802147413,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,470,,20,6.61,Personal Business
991551000001,99155,99155/1000,1,1,300,My home,At Home,31802148124,Someone else's home,Social Visit,31802147122,Car driver,Car driver,,,,,,,,315,30,15,10.9,Social
991551000002,99155,99155/1000,2,2,345,Someone else's home,Social Visit,31802147122,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,360,0,15,10.92,Social
991551000003,99155,99155/1000,3,3,360,My home,Go home,31802148124,Shop or supermarket,Shopping,31802148112,Car driver,Car driver,,,,,,,,370,35,10,3.41,Shopping
991551000004,99155,99155/1000,4,4,405,Shop or supermarket,Shopping,31802148112,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,415,35,10,3.39,Shopping
991551000005,99155,99155/1000,5,5,450,My home,Go home,31802148124,Shop or supermarket,Shopping,31802148509,Car driver,Car driver,,,,,,,,470,90,20,7.64,Shopping
991551000006,99155,99155/1000,6,6,560,Shop or supermarket,Shopping,31802148509,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,580,,20,7.64,Shopping
991551001001,99155,99155/1001,1,1,300,My home,At Home,31802148124,Someone else's home,Social Visit,31802147122,Car passenger,Car passenger,,,,,,,,315,30,15,10.9,Social
991551001002,99155,99155/1001,2,2,345,Someone else's home,Social Visit,31802147122,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,360,45,15,10.92,Social
991551001003,99155,99155/1001,3,3,405,My home,Go home,31802148124,Someone else's home,Social Visit,31802146805,Car driver,Car driver,,,,,,,,420,135,15,6.65,Social
991551001004,99155,99155/1001,4,4,555,Someone else's home,Social Visit,31802146805,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,570,,15,6.76,Social
991571000001,99157,99157/1000,1,1,300,My home,At Home,31802148124,Shop or supermarket,Shopping,31802148101,Car driver,Car driver,,,,,,,,305,35,5,2.69,Shopping
991571000002,99157,99157/1000,2,2,340,Shop or supermarket,Shopping,31802148101,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,345,510,5,2.34,Shopping
991571000003,99157,99157/1000,3,3,855,My home,Go home,31802148124,Someone else's home,Personal business,31802147108,Car driver,Car driver,,,,,,,,865,,10,4.09,Personal Business
991581000001,99158,99158/1000,1,1,750,My home,At Home,31802148124,Shop or supermarket,Shopping,31802148246,Walking,Walking,,,,,,,,780,20,30,1.14,Shopping
991581000002,99158,99158/1000,2,2,800,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148124,Walking,Walking,,,,,,,,830,,30,1.14,Shopping
991591000001,99159,99159/1000,1,1,644,My home,At Home,31802148124,Primary or secondary school,Pick up or drop off a passenger,31802146711,Car driver,Car driver,,,,,,,,665,5,21,5.05,Pickup/Dropoff Someone
991591000002,99159,99159/1000,2,2,670,Primary or secondary school,Pick up or drop off a passenger,31802146711,Someone else's home,Social Visit,31802146704,Car driver,Car driver,,,,,,,,680,155,10,1.31,Social
991591000003,99159,99159/1000,3,3,835,Someone else's home,Social Visit,31802146704,Other place (please specify),Recreation/leisure activity,31802147505,Car passenger,Car passenger,,,,,,,,860,185,25,5.78,Recreation
991591000004,99159,99159/1000,4,4,1045,Other place (please specify),Recreation/leisure activity,31802147505,Someone else's home,Go home,31802146704,Car passenger,Car passenger,,,,,,,,1055,,10,5.41,Recreation
991591001001,99159,99159/1001,1,1,295,My home,At Home,31802148124,Primary or secondary school,Pick up or drop off a passenger,31802146711,Car driver,Car driver,,,,,,,,305,5,10,5.05,Pickup/Dropoff Someone
991591001002,99159,99159/1001,2,2,310,Primary or secondary school,Pick up or drop off a passenger,31802146711,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,320,190,10,5.42,Pickup/Dropoff Someone
991591001003,99159,99159/1001,3,3,510,My home,Go home,31802148124,My workplace,Work (my workplace),31802147119,Car driver,Car driver,,,,,,,,515,330,5,1.58,Direct Work Commute
991591001004,99159,99159/1001,4,4,845,My workplace,Work (my workplace),31802147119,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,855,,10,1.07,Direct Work Commute
991591002001,99159,99159/1002,1,1,510,My home,At Home,31802148124,My workplace,Work (my workplace),31802147119,Car passenger,Car passenger,,,,,,,,515,330,5,1.58,Direct Work Commute
991591002002,99159,99159/1002,2,2,845,My workplace,Work (my workplace),31802147119,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,855,,10,1.07,Direct Work Commute
991601000001,99160,99160/1000,1,1,330,My home,At Home,31802148124,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,335,110,5,1.33,Shopping
991601000002,99160,99160/1000,2,2,445,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,450,,5,1.46,Shopping
991601001001,99160,99160/1001,1,1,120,My home,At Home,31802148124,My workplace,Work (my workplace),31802149115,Car driver,Car driver,,,,,,,,145,640,25,15.43,Direct Work Commute
991601001002,99160,99160/1001,2,2,785,My workplace,Work (my workplace),31802149115,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,810,,25,14.93,Direct Work Commute
991601002001,99160,99160/1002,1,1,270,My home,At Home,31802148124,Primary or secondary school,Education,31802148123,Walking,Walking,,,,,,,,280,390,10,0.78,Education
991601002002,99160,99160/1002,2,2,670,Primary or secondary school,Education,31802148123,My home,Go home,31802148124,Walking,Walking,,,,,,,,680,,10,0.78,Education
991601003001,99160,99160/1003,1,1,270,My home,At Home,31802148124,Primary or secondary school,Education,31802148123,Walking,Walking,,,,,,,,280,390,10,0.78,Education
991601003002,99160,99160/1003,2,2,670,Primary or secondary school,Education,31802148123,My home,Go home,31802148124,Walking,Walking,,,,,,,,680,,10,0.78,Education
991641001001,99164,99164/1001,1,1,390,My home,At Home,31802148124,Other place (please specify),Personal business,31802146702,Bicycle,Bicycle,,,,,,,,450,195,60,4.34,Personal Business
991641001002,99164,99164/1001,2,2,645,Other place (please specify),Personal business,31802146702,My home,Go home,31802148124,Bicycle,Bicycle,,,,,,,,715,,70,4.34,Personal Business
991671000001,99167,99167/1000,1,1,120,My home,At Home,31802147403,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,135,,15,5.14,Direct Work Commute
991671001001,99167,99167/1001,1,1,120,My home,At Home,31802147403,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,135,585,15,5.14,Direct Work Commute
991671001002,99167,99167/1001,2,2,720,My workplace,Work (my workplace),31802146811,My home,Go home,31802147403,Car driver,Car driver,,,,,,,,735,,15,5,Direct Work Commute
991691000001,99169,99169/1000,1,1,255,My home,At Home,31802147915,Shop or supermarket,Shopping,31802147813,Car passenger,Car passenger,,,,,,,,258,32,3,1.24,Shopping
991691000002,99169,99169/1000,2,2,290,Shop or supermarket,Shopping,31802147813,My home,Go home,31802147915,Car passenger,Car passenger,,,,,,,,300,,10,1,Shopping
991691001001,99169,99169/1001,1,1,255,My home,At Home,31802147915,Shop or supermarket,Just accompanying someone,31802147813,Car driver,Car driver,,,,,,,,258,32,3,1.24,Accompany Someone
991691001002,99169,99169/1001,2,2,290,Shop or supermarket,Just accompanying someone,31802147813,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,300,,10,1,Accompany Someone
991751000001,99175,99175/1000,1,1,240,My home,At Home,31802147403,Other place (please specify),Personal business,31802146705,Car driver,Car driver,,,,,,,,250,10,10,5.14,Personal Business
991751000002,99175,99175/1000,2,2,260,Other place (please specify),Personal business,31802146705,My home,Go home,31802147403,Car driver,Car driver,,,,,,,,270,,10,4.98,Personal Business
991771000001,99177,99177/1000,1,1,210,My workplace,Work (my workplace),31801146118,Other work-related place,Work (other work reason),31801146006,Car driver,Car driver,,,,,,,,300,150,90,39.52,Work Related
991771000002,99177,99177/1000,2,2,450,Other work-related place,Work (other work reason),31801146006,Other work-related place,Work (other work reason),31801146104,Car driver,Car driver,,,,,,,,480,175,30,10.09,Work Related
991771000003,99177,99177/1000,3,3,655,Other work-related place,Work (other work reason),31801146104,Other work-related place,Work (other work reason),31801146104,Car driver,Car driver,,,,,,,,660,120,5,1.74,Work Related
991771000004,99177,99177/1000,4,4,780,Other work-related place,Work (other work reason),31801146104,My workplace,Work (my workplace),31801146118,Car driver,Car driver,,,,,,,,870,,90,50.09,Work Related
991781000001,99178,99178/1000,1,1,60,My home,At Home,31802147915,My workplace,Work (my workplace),31802148416,Car driver,Car driver,,,,,,,,80,520,20,11.91,Direct Work Commute
991781000002,99178,99178/1000,2,2,600,My workplace,Work (my workplace),31802148416,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,620,,20,10.3,Direct Work Commute
991911000001,99191,99191/1000,1,1,180,My home,At Home,31802147915,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,190,530,10,3.96,Direct Work Commute
991911000002,99191,99191/1000,2,2,720,My workplace,Work (my workplace),31802147510,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,730,,10,3.89,Direct Work Commute
991911001001,99191,99191/1001,1,1,150,My home,At Home,31802147915,My workplace,Work (my workplace),31802147606,Car driver,Car driver,,,,,,,,160,520,10,3.14,Direct Work Commute
991911001002,99191,99191/1001,2,2,680,My workplace,Work (my workplace),31802147606,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,690,,10,3.23,Direct Work Commute
991911002001,99191,99191/1002,1,1,250,My home,At Home,31802147915,My workplace,Work (my workplace),31802147907,Car driver,Car driver,,,,,,,,270,510,20,2.23,Direct Work Commute
991911002002,99191,99191/1002,2,2,780,My workplace,Work (my workplace),31802147907,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,790,,10,1.99,Direct Work Commute
991921000001,99192,99192/1000,1,1,360,My home,At Home,31802148124,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,365,85,5,1.35,Shopping
991921000002,99192,99192/1000,2,2,450,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,455,10,5,1.43,Shopping
991921000003,99192,99192/1000,3,3,465,My home,Go home,31802148124,"Restaurant, caf̩, or food outlet",Eat/drink,31802148208,Car driver,Car driver,,,,,,,,470,30,5,3.9,Shopping
991921000004,99192,99192/1000,4,4,500,"Restaurant, caf̩, or food outlet",Eat/drink,31802148208,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,505,140,5,3.31,Shopping
991921000005,99192,99192/1000,5,5,645,My home,Go home,31802148124,Other place (please specify),Recreation/leisure activity,31802147119,Walking,Walking,,,,,,,,660,105,15,1.2,Recreation
991921000006,99192,99192/1000,6,6,765,Other place (please specify),Recreation/leisure activity,31802147119,My home,Go home,31802148124,Walking,Walking,,,,,,,,780,10,15,1.2,Recreation
991921000007,99192,99192/1000,7,7,790,My home,Go home,31802148124,Someone else's home,Social Visit,31802147214,Car driver,Car driver,,,,,,,,800,190,10,4.79,Social
991921000008,99192,99192/1000,8,8,990,Someone else's home,Social Visit,31802147214,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,1000,,10,4.7,Social
991941000001,99194,99194/1000,1,1,405,My home,At Home,31802147915,Other place (please specify),Personal business,31802147913,Taxi,Taxi,,,,,,,,415,170,10,1.87,Personal Business
991941000002,99194,99194/1000,2,2,585,Other place (please specify),Personal business,31802147913,My home,Go home,31802147915,Taxi,Taxi,,,,,,,,595,,10,2.02,Personal Business
991951000001,99195,99195/1000,1,1,180,My home,At Home,31802148124,My workplace,Work (my workplace),31802158306,Car driver,Car driver,,,,,,,,210,315,30,17.25,Direct Work Commute
991951000002,99195,99195/1000,2,2,525,My workplace,Work (my workplace),31802158306,Other work-related place,Work (my workplace),31802158311,Car driver,Car driver,,,,,,,,530,115,5,1.35,Work Related
991951000003,99195,99195/1000,3,3,645,Other work-related place,Work (my workplace),31802158311,My workplace,Work (my workplace),31802158306,Car driver,Car driver,,,,,,,,650,30,5,1.35,Work Related
991951000004,99195,99195/1000,4,4,680,My workplace,Work (my workplace),31802158306,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,710,,30,16.75,Direct Work Commute
991951001001,99195,99195/1001,1,1,265,My home,At Home,31802148124,My workplace,Work (my workplace),31802149020,Car driver,Car driver,,,,,,,,285,505,20,11.79,Direct Work Commute
991951001002,99195,99195/1001,2,2,790,My workplace,Work (my workplace),31802149020,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,825,,35,12.05,Direct Work Commute
991951002001,99195,99195/1002,1,1,180,My home,At Home,31802148124,My workplace,Work (my workplace),31802158306,Car passenger,Car passenger,,,,,,,,210,470,30,17.25,Direct Work Commute
991951002002,99195,99195/1002,2,2,680,My workplace,Work (my workplace),31802158306,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,710,45,30,16.75,Direct Work Commute
991951002003,99195,99195/1002,3,3,755,My home,Go home,31802148124,Someone else's home,Social Visit,31802147112,Car driver,Car driver,,,,,,,,765,100,10,3.41,Social
991951002004,99195,99195/1002,4,4,865,Someone else's home,Social Visit,31802147112,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,875,,10,3.27,Social
991961000001,99196,99196/1000,1,1,495,My home,At Home,31802148124,"Restaurant, caf̩, or food outlet",Eat/drink,31802147206,Car passenger,Car passenger,,,,,,,,500,70,5,2.37,Shopping
991961000002,99196,99196/1000,2,2,570,"Restaurant, caf̩, or food outlet",Eat/drink,31802147206,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,575,25,5,2.2,Shopping
991961000003,99196,99196/1000,3,3,600,My home,Go home,31802148124,Shop or supermarket,Shopping,31802147510,Car passenger,Car passenger,,,,,,,,615,20,15,5.65,Shopping
991961000004,99196,99196/1000,4,4,635,Shop or supermarket,Shopping,31802147510,My home,Go home,31802148124,Car passenger,Car passenger,,,,,,,,650,,15,5.97,Shopping
992001000001,99200,99200/1000,1,1,30,My home,At Home,31802148124,My workplace,Work (my workplace),31802148816,Car driver,Car driver,,,,,,,,55,170,25,12.65,Direct Work Commute
992001000002,99200,99200/1000,2,2,225,My workplace,Work (my workplace),31802148816,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,260,490,35,12.63,Direct Work Commute
992001000003,99200,99200/1000,3,3,750,My home,Go home,31802148124,My workplace,Work (my workplace),31802148816,Car driver,Car driver,,,,,,,,785,245,35,12.65,Direct Work Commute
992001000004,99200,99200/1000,4,4,1030,My workplace,Work (my workplace),31802148816,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,1055,,25,12.63,Direct Work Commute
992001001001,99200,99200/1001,1,1,135,My home,At Home,31802148124,My workplace,Work (my workplace),31802148905,Car driver,Car driver,,,,,,,,170,580,35,28.03,Direct Work Commute
992001001002,99200,99200/1001,2,2,750,My workplace,Work (my workplace),31802148905,My home,Go home,31802148124,Car driver,Car driver,,,,,,,,785,,35,28.04,Direct Work Commute
992001002001,99200,99200/1002,1,1,250,My home,At Home,31802148124,Primary or secondary school,Education,31802148123,Bicycle,Bicycle,,,,,,,,265,385,15,0.83,Education
992001002002,99200,99200/1002,2,2,650,Primary or secondary school,Education,31802148123,Shop or supermarket,Eat/drink,31802148246,Bicycle,Bicycle,,,,,,,,665,35,15,1.68,Shopping
992001002003,99200,99200/1002,3,3,700,Shop or supermarket,Eat/drink,31802148246,My home,Go home,31802148124,Bicycle,Bicycle,,,,,,,,705,,5,1.39,Shopping
992001003001,99200,99200/1003,1,1,250,My home,At Home,31802148124,Primary or secondary school,Education,31802148123,Bicycle,Bicycle,,,,,,,,265,385,15,0.83,Education
992001003002,99200,99200/1003,2,2,650,Primary or secondary school,Education,31802148123,Shop or supermarket,Eat/drink,31802148246,Bicycle,Bicycle,,,,,,,,665,35,15,1.68,Shopping
992001003003,99200,99200/1003,3,3,700,Shop or supermarket,Eat/drink,31802148246,My home,Go home,31802148124,Bicycle,Bicycle,,,,,,,,705,,5,1.39,Shopping
992011000001,99201,99201/1000,1,1,220,My home,At Home,31802147915,My workplace,Work (my workplace),31802149012,Car driver,Car driver,,,,,,,,226,479,6,2.76,Direct Work Commute
992011000002,99201,99201/1000,2,2,705,My workplace,Work (my workplace),31802149012,My home,Go home,31802147915,Car driver,Car driver,,,,,,,,711,,6,2.75,Direct Work Commute
992071000001,99207,99207/1000,1,1,210,My home,At Home,31802147904,My workplace,Work (my workplace),31802149014,Car driver,Car driver,,,,,,,,230,555,20,4.61,Direct Work Commute
992071000002,99207,99207/1000,2,2,785,My workplace,Work (my workplace),31802149014,My home,Go home,31802147904,Car driver,Car driver,,,,,,,,800,,15,4.32,Direct Work Commute
992071001001,99207,99207/1001,1,1,70,My home,At Home,31802147904,My workplace,Work (my workplace),31802147413,Car driver,Car driver,,,,,,,,85,715,15,6.87,Direct Work Commute
992071001002,99207,99207/1001,2,2,800,My workplace,Work (my workplace),31802147413,My home,Go home,31802147904,Car driver,Car driver,,,,,,,,815,,15,7.01,Direct Work Commute
992071002001,99207,99207/1002,1,1,240,My home,At Home,31802147904,Primary or secondary school,Education,31802147903,Car passenger,Car passenger,,,,,,,,245,420,5,1.41,Education
992071002002,99207,99207/1002,2,2,665,Primary or secondary school,Education,31802147903,My home,Go home,31802147904,Car passenger,Car passenger,,,,,,,,675,,10,1.27,Education
992141000001,99214,99214/1000,1,1,220,My home,At Home,31802147904,My workplace,Work (my workplace),31802148816,Car driver,Car driver,,,,,,,,235,455,15,5.25,Direct Work Commute
992141000002,99214,99214/1000,2,2,690,My workplace,Work (my workplace),31802148816,My home,Go home,31802147904,Car driver,Car driver,,,,,,,,705,,15,5.21,Direct Work Commute
992141001001,99214,99214/1001,1,1,150,My home,At Home,31802147904,Shop or supermarket,Shopping,31802147510,Car driver,Car driver,,,,,,,,160,20,10,3.98,Shopping
992141001002,99214,99214/1001,2,2,180,Shop or supermarket,Shopping,31802147510,My workplace,Work (my workplace),31802148724,Car driver,Car driver,,,,,,,,195,420,15,7.95,Work Related
992141001003,99214,99214/1001,3,3,615,My workplace,Work (my workplace),31802148724,My home,Go home,31802147904,Car driver,Car driver,,,,,,,,630,,15,4.72,Direct Work Commute
992331000001,99233,99233/1000,1,1,240,My home,At Home,31802148601,Someone else's home,Social Visit,31802147110,Car driver,Car driver,,,,,,,,290,25,50,56.73,Social
992331000002,99233,99233/1000,2,2,315,Someone else's home,Social Visit,31802147110,Other place (please specify),Personal business,31802147413,Car driver,Car driver,,,,,,,,330,60,15,6.69,Personal Business
992331000003,99233,99233/1000,3,3,390,Other place (please specify),Personal business,31802147413,My home,Go home,31802148601,Car driver,Car driver,,,,,,,,480,180,90,58.34,Personal Business
992331000004,99233,99233/1000,4,4,660,My home,Go home,31802148601,Other place (please specify),Recreation/leisure activity,31802149009,Car driver,Car driver,,,,,,,,715,275,55,60.3,Recreation
992331000005,99233,99233/1000,5,5,990,Other place (please specify),Recreation/leisure activity,31802149009,My home,Go home,31802148601,Car driver,Car driver,,,,,,,,1030,,40,60.3,Recreation
992331001001,99233,99233/1001,1,1,240,My home,At Home,31802148601,Someone else's home,Social Visit,31802147110,Car passenger,Car passenger,,,,,,,,290,25,50,56.73,Social
992331001002,99233,99233/1001,2,2,315,Someone else's home,Social Visit,31802147110,Other place (please specify),Personal business,31802147413,Car passenger,Car passenger,,,,,,,,330,60,15,6.69,Personal Business
992331001003,99233,99233/1001,3,3,390,Other place (please specify),Personal business,31802147413,My home,Go home,31802148601,Car passenger,Car passenger,,,,,,,,480,180,90,58.34,Personal Business
992331001004,99233,99233/1001,4,4,660,My home,Go home,31802148601,Other place (please specify),Recreation/leisure activity,31802149009,Car passenger,Car passenger,,,,,,,,715,275,55,60.3,Recreation
992331001005,99233,99233/1001,5,5,990,Other place (please specify),Recreation/leisure activity,31802149009,My home,Go home,31802148601,Car passenger,Car passenger,,,,,,,,1030,,40,60.3,Recreation
992341000001,99234,99234/1000,1,1,180,My home,At Home,31802148601,Shop or supermarket,Shopping,31802147515,Car driver,Car driver,,,,,,,,225,25,45,52.81,Shopping
992341000002,99234,99234/1000,2,2,250,Shop or supermarket,Shopping,31802147515,Shop or supermarket,Shopping,31802147510,Car driver,Car driver,,,,,,,,265,40,15,3.6,Shopping
992341000003,99234,99234/1000,3,3,305,Shop or supermarket,Shopping,31802147510,My home,Go home,31802148601,Car driver,Car driver,,,,,,,,355,375,50,51.55,Shopping
992341000004,99234,99234/1000,4,4,730,My home,Go home,31802148601,Other place (please specify),Recreation/leisure activity,31802148601,Bicycle,Bicycle,,,,,,,,740,130,10,0.9,Recreation
992341000005,99234,99234/1000,5,5,870,Other place (please specify),Recreation/leisure activity,31802148601,My home,Go home,31802148601,Bicycle,Bicycle,,,,,,,,890,,20,0.9,Recreation
992491000001,99249,99249/1000,1,1,120,My home,At Home,31802149111,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,130,590,10,3.12,Direct Work Commute
992491000002,99249,99249/1000,2,2,720,My workplace,Work (my workplace),31802146811,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,730,,10,4.02,Direct Work Commute
992491001001,99249,99249/1001,1,1,225,My home,At Home,31802149111,My workplace,Work (my workplace),31802147813,Car driver,Car driver,,,,,,,,240,510,15,7.2,Direct Work Commute
992491001002,99249,99249/1001,2,2,750,My workplace,Work (my workplace),31802147813,My home,Go home,31802149111,Car driver,Car driver,,,,,,,,765,,15,5.9,Direct Work Commute
